Route_ID,Day,Stop_Number,Route_Length_km,Traffic_Condition,Average_Speed_km_h,Fuel_Consumption_L_per_100km,Travel_Time_min,Stop_Time_Spent_min,Waste_Collected_kg
17,1,6,25.67,Medium,29.53,6.33,52.14,10.92,65.32
17,1,7,25.67,Medium,29.53,6.33,52.14,5.13,46.77
17,1,8,25.67,Medium,29.53,6.33,52.14,5.29,45.2
17,1,9,25.67,Medium,29.53,6.33,52.14,12.64,44.54
17,1,10,25.67,Medium,29.53,6.33,52.14,12.07,58.94
17,1,11,25.67,Medium,29.53,6.33,52.14,7.47,52.7
17,2,1,25.63,Low,44.29,4.55,34.72,12.95,62.39
17,2,2,25.63,Low,44.29,4.55,34.72,6.64,56.35
17,2,3,25.63,Low,44.29,4.55,34.72,6.0,81.09
17,2,4,25.63,Low,44.29,4.55,34.72,8.63,49.28
17,2,5,25.63,Low,44.29,4.55,34.72,13.43,41.49
17,2,6,25.63,Low,44.29,4.55,34.72,7.7,43.28
17,2,7,25.63,Low,44.29,4.55,34.72,11.74,55.62
17,2,8,25.63,Low,44.29,4.55,34.72,14.16,56.7
17,2,9,25.63,Low,44.29,4.55,34.72,10.05,47.06
17,2,10,25.63,Low,44.29,4.55,34.72,8.17,50.78
17,2,11,25.63,Low,44.29,4.55,34.72,12.97,46.3
17,3,1,28.78,Medium,35.73,6.05,48.33,14.49,52.02
17,3,2,28.78,Medium,35.73,6.05,48.33,8.29,57.9
17,3,3,28.78,Medium,35.73,6.05,48.33,8.8,54.26
17,3,4,28.78,Medium,35.73,6.05,48.33,14.65,41.14
17,3,5,28.78,Medium,35.73,6.05,48.33,14.2,38.71
17,3,6,28.78,Medium,35.73,6.05,48.33,14.7,42.92
17,3,7,28.78,Medium,35.73,6.05,48.33,12.59,45.82
17,3,8,28.78,Medium,35.73,6.05,48.33,14.3,66.72
17,3,9,28.78,Medium,35.73,6.05,48.33,12.63,62.52
17,3,10,28.78,Medium,35.73,6.05,48.33,6.53,49.32
17,3,11,28.78,Medium,35.73,6.05,48.33,11.28,52.36
17,4,1,18.94,Medium,24.09,6.56,47.17,5.28,56.04
17,4,2,18.94,Medium,24.09,6.56,47.17,13.1,42.82
17,4,3,18.94,Medium,24.09,6.56,47.17,6.13,46.15
17,4,4,18.94,Medium,24.09,6.56,47.17,11.8,41.83
17,4,5,18.94,Medium,24.09,6.56,47.17,10.26,43.45
17,4,6,18.94,Medium,24.09,6.56,47.17,5.65,66.63
17,4,7,18.94,Medium,24.09,6.56,47.17,14.68,39.93
17,4,8,18.94,Medium,24.09,6.56,47.17,9.26,55.36
17,4,9,18.94,Medium,24.09,6.56,47.17,12.44,44.94
17,4,10,18.94,Medium,24.09,6.56,47.17,13.6,45.49
17,4,11,18.94,Medium,24.09,6.56,47.17,14.82,36.47
17,5,1,32.32,Low,40.37,5.0,48.03,13.01,33.96
17,5,2,32.32,Low,40.37,5.0,48.03,9.89,46.8
17,5,3,32.32,Low,40.37,5.0,48.03,14.99,63.25
17,5,4,32.32,Low,40.37,5.0,48.03,9.36,46.96
17,5,5,32.32,Low,40.37,5.0,48.03,12.43,39.15
17,5,6,32.32,Low,40.37,5.0,48.03,13.48,73.19
17,5,7,32.32,Low,40.37,5.0,48.03,13.45,40.21
17,5,8,32.32,Low,40.37,5.0,48.03,13.14,60.58
17,5,9,32.32,Low,40.37,5.0,48.03,10.76,55.3
17,5,10,32.32,Low,40.37,5.0,48.03,5.05,47.12
17,5,11,32.32,Low,40.37,5.0,48.03,14.34,39.29
17,6,1,32.17,Medium,33.07,5.52,58.37,14.03,38.59
17,6,2,32.17,Medium,33.07,5.52,58.37,7.34,68.01
17,6,3,32.17,Medium,33.07,5.52,58.37,7.72,54.16
17,6,4,32.17,Medium,33.07,5.52,58.37,14.38,46.43
17,6,5,32.17,Medium,33.07,5.52,58.37,6.36,51.31
17,6,6,32.17,Medium,33.07,5.52,58.37,6.91,58.21
17,6,7,32.17,Medium,33.07,5.52,58.37,5.89,40.93
17,6,8,32.17,Medium,33.07,5.52,58.37,8.51,51.18
17,6,9,32.17,Medium,33.07,5.52,58.37,7.65,58.54
17,6,10,32.17,Medium,33.07,5.52,58.37,14.57,53.5
17,6,11,32.17,Medium,33.07,5.52,58.37,12.26,47.79
17,7,1,34.28,Low,48.89,5.68,42.07,13.36,50.28
17,7,2,34.28,Low,48.89,5.68,42.07,8.6,59.08
17,7,3,34.28,Low,48.89,5.68,42.07,10.25,47.67
17,7,4,34.28,Low,48.89,5.68,42.07,13.67,62.76
17,7,5,34.28,Low,48.89,5.68,42.07,5.31,67.29
17,7,6,34.28,Low,48.89,5.68,42.07,7.78,76.41
17,7,7,34.28,Low,48.89,5.68,42.07,11.3,50.62
17,7,8,34.28,Low,48.89,5.68,42.07,12.16,59.47
17,7,9,34.28,Low,48.89,5.68,42.07,7.95,54.24
17,7,10,34.28,Low,48.89,5.68,42.07,11.42,49.71
17,7,11,34.28,Low,48.89,5.68,42.07,7.68,43.47
17,8,1,22.35,Low,38.73,4.97,34.62,14.95,42.92
17,8,2,22.35,Low,38.73,4.97,34.62,7.99,53.39
17,8,3,22.35,Low,38.73,4.97,34.62,8.25,66.75
17,8,4,22.35,Low,38.73,4.97,34.62,5.9,56.65
17,8,5,22.35,Low,38.73,4.97,34.62,7.79,43.3
17,8,6,22.35,Low,38.73,4.97,34.62,6.44,58.81
17,8,7,22.35,Low,38.73,4.97,34.62,12.03,32.32
17,8,8,22.35,Low,38.73,4.97,34.62,8.87,19.01
17,8,9,22.35,Low,38.73,4.97,34.62,5.09,48.73
17,8,10,22.35,Low,38.73,4.97,34.62,8.96,65.3
17,8,11,22.35,Low,38.73,4.97,34.62,12.5,69.1
17,9,1,23.96,High,29.61,6.88,48.56,12.33,33.38
17,9,2,23.96,High,29.61,6.88,48.56,5.94,50.62
17,9,3,23.96,High,29.61,6.88,48.56,8.06,56.43
17,9,4,23.96,High,29.61,6.88,48.56,11.93,49.79
17,9,5,23.96,High,29.61,6.88,48.56,9.86,43.9
17,9,6,23.96,High,29.61,6.88,48.56,6.62,54.32
17,9,7,23.96,High,29.61,6.88,48.56,6.53,54.91
17,9,8,23.96,High,29.61,6.88,48.56,8.64,43.55
17,9,9,23.96,High,29.61,6.88,48.56,8.24,31.23
17,9,10,23.96,High,29.61,6.88,48.56,8.1,58.45
17,9,11,23.96,High,29.61,6.88,48.56,10.18,58.44
17,10,1,30.79,Medium,45.7,6.7,40.42,14.13,43.48
17,10,2,30.79,Medium,45.7,6.7,40.42,5.3,37.36
17,10,3,30.79,Medium,45.7,6.7,40.42,13.15,43.96
17,10,4,30.79,Medium,45.7,6.7,40.42,13.46,56.65
17,10,5,30.79,Medium,45.7,6.7,40.42,12.32,40.75
17,10,6,30.79,Medium,45.7,6.7,40.42,6.77,69.91
17,10,7,30.79,Medium,45.7,6.7,40.42,5.26,39.03
17,10,8,30.79,Medium,45.7,6.7,40.42,9.05,51.45
17,10,9,30.79,Medium,45.7,6.7,40.42,13.43,38.03
17,10,10,30.79,Medium,45.7,6.7,40.42,10.25,33.76
17,10,11,30.79,Medium,45.7,6.7,40.42,10.73,59.96
17,11,1,32.36,Low,42.13,5.52,46.08,7.79,37.25
17,11,2,32.36,Low,42.13,5.52,46.08,12.63,53.22
17,11,3,32.36,Low,42.13,5.52,46.08,9.4,45.35
17,11,4,32.36,Low,42.13,5.52,46.08,13.56,42.77
17,11,5,32.36,Low,42.13,5.52,46.08,14.04,63.99
17,11,6,32.36,Low,42.13,5.52,46.08,7.83,59.39
17,11,7,32.36,Low,42.13,5.52,46.08,14.22,41.21
17,11,8,32.36,Low,42.13,5.52,46.08,5.29,54.22
17,11,9,32.36,Low,42.13,5.52,46.08,8.4,55.57
17,11,10,32.36,Low,42.13,5.52,46.08,5.02,34.53
17,11,11,32.36,Low,42.13,5.52,46.08,12.46,53.23
17,12,1,39.51,Low,42.14,5.06,56.25,8.36,61.69
17,12,2,39.51,Low,42.14,5.06,56.25,12.7,55.17
17,12,3,39.51,Low,42.14,5.06,56.25,5.71,46.9
17,12,4,39.51,Low,42.14,5.06,56.25,13.35,54.2
17,12,5,39.51,Low,42.14,5.06,56.25,14.83,48.74
17,12,6,39.51,Low,42.14,5.06,56.25,7.02,45.97
17,12,7,39.51,Low,42.14,5.06,56.25,8.37,40.38
17,12,8,39.51,Low,42.14,5.06,56.25,12.6,64.68
17,12,9,39.51,Low,42.14,5.06,56.25,12.49,47.06
17,12,10,39.51,Low,42.14,5.06,56.25,10.78,45.69
17,12,11,39.51,Low,42.14,5.06,56.25,6.62,54.72
17,13,1,25.87,High,29.06,6.53,53.43,12.26,70.9
17,13,2,25.87,High,29.06,6.53,53.43,8.33,62.28
17,13,3,25.87,High,29.06,6.53,53.43,9.69,56.24
17,13,4,25.87,High,29.06,6.53,53.43,12.55,51.28
17,13,5,25.87,High,29.06,6.53,53.43,8.09,52.24
17,13,6,25.87,High,29.06,6.53,53.43,10.62,48.94
17,13,7,25.87,High,29.06,6.53,53.43,11.82,58.58
17,13,8,25.87,High,29.06,6.53,53.43,9.66,51.28
17,13,9,25.87,High,29.06,6.53,53.43,6.04,55.15
17,13,10,25.87,High,29.06,6.53,53.43,13.57,65.51
17,13,11,25.87,High,29.06,6.53,53.43,6.27,51.29
17,14,1,30.93,Low,49.16,4.43,37.74,14.5,41.02
17,14,2,30.93,Low,49.16,4.43,37.74,6.85,44.21
17,14,3,30.93,Low,49.16,4.43,37.74,12.95,39.16
17,14,4,30.93,Low,49.16,4.43,37.74,12.9,60.92
17,14,5,30.93,Low,49.16,4.43,37.74,5.89,48.54
17,14,6,30.93,Low,49.16,4.43,37.74,13.23,45.38
17,14,7,30.93,Low,49.16,4.43,37.74,5.29,40.53
17,14,8,30.93,Low,49.16,4.43,37.74,6.24,63.04
17,14,9,30.93,Low,49.16,4.43,37.74,12.74,47.78
17,14,10,30.93,Low,49.16,4.43,37.74,7.35,46.61
17,14,11,30.93,Low,49.16,4.43,37.74,13.83,39.33
17,15,1,30.46,Medium,30.59,5.97,59.75,6.27,41.24
17,15,2,30.46,Medium,30.59,5.97,59.75,5.8,43.95
17,15,3,30.46,Medium,30.59,5.97,59.75,7.76,42.36
17,15,4,30.46,Medium,30.59,5.97,59.75,11.45,52.67
17,15,5,30.46,Medium,30.59,5.97,59.75,11.29,47.77
17,15,6,30.46,Medium,30.59,5.97,59.75,12.3,37.6
17,15,7,30.46,Medium,30.59,5.97,59.75,5.38,44.39
17,15,8,30.46,Medium,30.59,5.97,59.75,9.89,59.08
17,15,9,30.46,Medium,30.59,5.97,59.75,13.82,51.7
17,15,10,30.46,Medium,30.59,5.97,59.75,9.25,38.23
17,15,11,30.46,Medium,30.59,5.97,59.75,7.57,47.34
17,16,1,30.03,High,27.54,6.36,65.41,11.62,48.28
17,16,2,30.03,High,27.54,6.36,65.41,9.6,36.18
17,16,3,30.03,High,27.54,6.36,65.41,5.66,42.41
17,16,4,30.03,High,27.54,6.36,65.41,10.19,61.33
17,16,5,30.03,High,27.54,6.36,65.41,12.24,39.8
17,16,6,30.03,High,27.54,6.36,65.41,8.32,38.09
17,16,7,30.03,High,27.54,6.36,65.41,12.27,58.35
17,16,8,30.03,High,27.54,6.36,65.41,5.16,45.47
17,16,9,30.03,High,27.54,6.36,65.41,12.73,43.82
17,16,10,30.03,High,27.54,6.36,65.41,5.66,44.92
17,16,11,30.03,High,27.54,6.36,65.41,5.09,38.79
17,17,1,31.76,Medium,42.68,6.47,44.65,11.75,40.78
17,17,2,31.76,Medium,42.68,6.47,44.65,7.43,63.19
17,17,3,31.76,Medium,42.68,6.47,44.65,5.33,54.3
17,17,4,31.76,Medium,42.68,6.47,44.65,12.18,44.89
17,17,5,31.76,Medium,42.68,6.47,44.65,9.03,50.42
17,17,6,31.76,Medium,42.68,6.47,44.65,14.66,40.79
17,17,7,31.76,Medium,42.68,6.47,44.65,10.75,60.64
17,17,8,31.76,Medium,42.68,6.47,44.65,10.99,28.29
17,17,9,31.76,Medium,42.68,6.47,44.65,6.9,61.56
17,17,10,31.76,Medium,42.68,6.47,44.65,12.73,30.38
17,17,11,31.76,Medium,42.68,6.47,44.65,6.62,48.86
17,18,1,37.96,Low,50.32,4.44,45.26,10.95,56.75
17,18,2,37.96,Low,50.32,4.44,45.26,14.05,38.27
17,18,3,37.96,Low,50.32,4.44,45.26,12.72,44.04
17,18,4,37.96,Low,50.32,4.44,45.26,6.77,45.71
17,18,5,37.96,Low,50.32,4.44,45.26,7.68,47.35
17,18,6,37.96,Low,50.32,4.44,45.26,9.1,75.95
17,18,7,37.96,Low,50.32,4.44,45.26,8.71,54.03
17,18,8,37.96,Low,50.32,4.44,45.26,11.7,65.19
17,18,9,37.96,Low,50.32,4.44,45.26,13.21,46.04
17,18,10,37.96,Low,50.32,4.44,45.26,11.72,65.11
17,18,11,37.96,Low,50.32,4.44,45.26,9.94,49.54
17,19,1,27.13,Medium,38.58,6.95,42.19,6.59,41.52
17,19,2,27.13,Medium,38.58,6.95,42.19,12.37,54.3
17,19,3,27.13,Medium,38.58,6.95,42.19,10.66,68.94
17,19,4,27.13,Medium,38.58,6.95,42.19,6.06,41.66
17,19,5,27.13,Medium,38.58,6.95,42.19,8.08,48.71
17,19,6,27.13,Medium,38.58,6.95,42.19,14.0,65.74
17,19,7,27.13,Medium,38.58,6.95,42.19,10.74,54.83
17,19,8,27.13,Medium,38.58,6.95,42.19,6.94,64.61
17,19,9,27.13,Medium,38.58,6.95,42.19,6.38,55.42
17,19,10,27.13,Medium,38.58,6.95,42.19,13.17,49.03
17,19,11,27.13,Medium,38.58,6.95,42.19,10.2,50.11
17,20,1,22.13,High,20.97,7.15,63.33,12.63,52.1
17,20,2,22.13,High,20.97,7.15,63.33,13.47,48.87
17,20,3,22.13,High,20.97,7.15,63.33,5.0,39.98
17,20,4,22.13,High,20.97,7.15,63.33,10.06,63.72
17,20,5,22.13,High,20.97,7.15,63.33,6.6,63.28
17,20,6,22.13,High,20.97,7.15,63.33,7.39,36.46
17,20,7,22.13,High,20.97,7.15,63.33,10.85,48.35
17,20,8,22.13,High,20.97,7.15,63.33,9.85,38.85
17,20,9,22.13,High,20.97,7.15,63.33,10.17,50.59
17,20,10,22.13,High,20.97,7.15,63.33,5.49,46.67
17,20,11,22.13,High,20.97,7.15,63.33,13.56,58.11
17,21,1,35.06,Low,48.84,4.47,43.08,9.07,42.73
17,21,2,35.06,Low,48.84,4.47,43.08,5.24,48.04
17,21,3,35.06,Low,48.84,4.47,43.08,14.89,57.28
17,21,4,35.06,Low,48.84,4.47,43.08,12.61,52.34
17,21,5,35.06,Low,48.84,4.47,43.08,7.71,43.87
17,21,6,35.06,Low,48.84,4.47,43.08,7.44,53.3
17,21,7,35.06,Low,48.84,4.47,43.08,10.0,48.07
17,21,8,35.06,Low,48.84,4.47,43.08,11.69,51.89
17,21,9,35.06,Low,48.84,4.47,43.08,8.5,31.99
17,21,10,35.06,Low,48.84,4.47,43.08,8.21,44.67
17,21,11,35.06,Low,48.84,4.47,43.08,11.6,35.18
17,22,1,29.72,High,19.67,7.38,90.67,13.03,54.09
17,22,2,29.72,High,19.67,7.38,90.67,11.47,46.62
17,22,3,29.72,High,19.67,7.38,90.67,10.53,60.75
17,22,4,29.72,High,19.67,7.38,90.67,12.76,38.94
17,22,5,29.72,High,19.67,7.38,90.67,5.74,37.95
17,22,6,29.72,High,19.67,7.38,90.67,13.86,54.42
17,22,7,29.72,High,19.67,7.38,90.67,11.44,38.93
17,22,8,29.72,High,19.67,7.38,90.67,7.81,45.41
17,22,9,29.72,High,19.67,7.38,90.67,7.45,74.19
17,22,10,29.72,High,19.67,7.38,90.67,6.64,53.59
17,22,11,29.72,High,19.67,7.38,90.67,6.08,52.05
17,23,1,30.03,High,23.26,6.14,77.47,11.63,51.17
17,23,2,30.03,High,23.26,6.14,77.47,14.45,66.12
17,23,3,30.03,High,23.26,6.14,77.47,11.46,46.78
17,23,4,30.03,High,23.26,6.14,77.47,9.73,37.51
17,23,5,30.03,High,23.26,6.14,77.47,14.48,43.8
17,23,6,30.03,High,23.26,6.14,77.47,12.74,53.61
17,23,7,30.03,High,23.26,6.14,77.47,14.82,61.25
17,23,8,30.03,High,23.26,6.14,77.47,14.46,59.35
17,23,9,30.03,High,23.26,6.14,77.47,14.81,39.6
17,23,10,30.03,High,23.26,6.14,77.47,5.39,66.28
17,23,11,30.03,High,23.26,6.14,77.47,7.53,54.64
17,24,1,31.34,Medium,31.53,5.75,59.65,14.7,50.06
17,24,2,31.34,Medium,31.53,5.75,59.65,11.56,32.31
17,24,3,31.34,Medium,31.53,5.75,59.65,11.58,51.2
17,24,4,31.34,Medium,31.53,5.75,59.65,8.64,60.43
17,24,5,31.34,Medium,31.53,5.75,59.65,5.93,61.57
17,24,6,31.34,Medium,31.53,5.75,59.65,14.09,25.41
17,24,7,31.34,Medium,31.53,5.75,59.65,14.55,47.01
17,24,8,31.34,Medium,31.53,5.75,59.65,9.38,59.01
17,24,9,31.34,Medium,31.53,5.75,59.65,6.65,62.85
17,24,10,31.34,Medium,31.53,5.75,59.65,14.91,26.83
17,24,11,31.34,Medium,31.53,5.75,59.65,14.2,41.99
17,25,1,39.29,High,26.32,6.77,89.56,6.69,55.9
17,25,2,39.29,High,26.32,6.77,89.56,5.69,49.15
17,25,3,39.29,High,26.32,6.77,89.56,8.08,51.13
17,25,4,39.29,High,26.32,6.77,89.56,7.86,60.62
17,25,5,39.29,High,26.32,6.77,89.56,14.54,37.66
17,25,6,39.29,High,26.32,6.77,89.56,8.29,64.13
17,25,7,39.29,High,26.32,6.77,89.56,9.32,45.19
17,25,8,39.29,High,26.32,6.77,89.56,14.26,28.2
17,25,9,39.29,High,26.32,6.77,89.56,14.72,50.46
17,25,10,39.29,High,26.32,6.77,89.56,9.26,43.57
17,25,11,39.29,High,26.32,6.77,89.56,14.95,44.64
17,26,1,27.33,Low,52.41,5.09,31.29,8.17,62.78
17,26,2,27.33,Low,52.41,5.09,31.29,12.43,50.01
17,26,3,27.33,Low,52.41,5.09,31.29,5.45,66.85
17,26,4,27.33,Low,52.41,5.09,31.29,5.77,55.63
17,26,5,27.33,Low,52.41,5.09,31.29,11.78,55.03
17,26,6,27.33,Low,52.41,5.09,31.29,13.39,55.46
17,26,7,27.33,Low,52.41,5.09,31.29,6.5,53.02
17,26,8,27.33,Low,52.41,5.09,31.29,8.88,31.43
17,26,9,27.33,Low,52.41,5.09,31.29,12.25,46.71
17,26,10,27.33,Low,52.41,5.09,31.29,14.12,56.36
17,26,11,27.33,Low,52.41,5.09,31.29,10.17,48.74
17,27,1,42.27,High,27.76,6.64,91.38,10.53,35.53
17,27,2,42.27,High,27.76,6.64,91.38,14.42,36.21
17,27,3,42.27,High,27.76,6.64,91.38,5.1,61.79
17,27,4,42.27,High,27.76,6.64,91.38,14.82,57.24
17,27,5,42.27,High,27.76,6.64,91.38,10.49,49.88
17,27,6,42.27,High,27.76,6.64,91.38,11.05,40.09
17,27,7,42.27,High,27.76,6.64,91.38,11.99,61.73
17,27,8,42.27,High,27.76,6.64,91.38,10.27,59.43
17,27,9,42.27,High,27.76,6.64,91.38,6.84,54.84
17,27,10,42.27,High,27.76,6.64,91.38,11.14,44.88
17,27,11,42.27,High,27.76,6.64,91.38,10.95,52.08
17,28,1,26.46,Medium,29.95,5.81,53.02,13.21,44.49
17,28,2,26.46,Medium,29.95,5.81,53.02,11.39,56.62
17,28,3,26.46,Medium,29.95,5.81,53.02,7.61,59.72
17,28,4,26.46,Medium,29.95,5.81,53.02,12.29,46.66
17,28,5,26.46,Medium,29.95,5.81,53.02,11.89,67.79
17,28,6,26.46,Medium,29.95,5.81,53.02,9.45,45.83
17,28,7,26.46,Medium,29.95,5.81,53.02,13.95,29.52
17,28,8,26.46,Medium,29.95,5.81,53.02,8.85,66.63
17,28,9,26.46,Medium,29.95,5.81,53.02,12.53,35.22
17,28,10,26.46,Medium,29.95,5.81,53.02,12.35,63.01
17,28,11,26.46,Medium,29.95,5.81,53.02,10.62,23.29
17,29,1,33.78,Medium,37.64,6.43,53.84,8.74,69.58
17,29,2,33.78,Medium,37.64,6.43,53.84,6.38,49.52
17,29,3,33.78,Medium,37.64,6.43,53.84,10.66,55.74
17,29,4,33.78,Medium,37.64,6.43,53.84,12.51,56.25
17,29,5,33.78,Medium,37.64,6.43,53.84,5.22,56.77
17,29,6,33.78,Medium,37.64,6.43,53.84,10.27,50.75
17,29,7,33.78,Medium,37.64,6.43,53.84,12.18,43.46
17,29,8,33.78,Medium,37.64,6.43,53.84,6.22,45.22
17,29,9,33.78,Medium,37.64,6.43,53.84,13.12,68.47
17,29,10,33.78,Medium,37.64,6.43,53.84,10.34,37.55
17,29,11,33.78,Medium,37.64,6.43,53.84,13.97,37.86
17,30,1,18.84,High,19.42,6.94,58.21,13.5,46.1
17,30,2,18.84,High,19.42,6.94,58.21,12.61,45.64
17,30,3,18.84,High,19.42,6.94,58.21,6.97,36.01
17,30,4,18.84,High,19.42,6.94,58.21,14.54,64.53
17,30,5,18.84,High,19.42,6.94,58.21,12.14,55.61
17,30,6,18.84,High,19.42,6.94,58.21,13.74,60.97
17,30,7,18.84,High,19.42,6.94,58.21,12.37,46.19
17,30,8,18.84,High,19.42,6.94,58.21,12.93,56.35
17,30,9,18.84,High,19.42,6.94,58.21,5.26,38.05
17,30,10,18.84,High,19.42,6.94,58.21,13.48,51.39
17,30,11,18.84,High,19.42,6.94,58.21,10.13,53.87
18,1,1,25.43,Medium,40.95,6.72,37.26,6.43,58.26
18,1,2,25.43,Medium,40.95,6.72,37.26,6.4,44.65
18,1,3,25.43,Medium,40.95,6.72,37.26,13.89,66.97
18,1,4,25.43,Medium,40.95,6.72,37.26,8.12,51.21
18,1,5,25.43,Medium,40.95,6.72,37.26,11.84,46.31
18,1,6,25.43,Medium,40.95,6.72,37.26,10.54,52.56
18,1,7,25.43,Medium,40.95,6.72,37.26,11.93,69.78
18,1,8,25.43,Medium,40.95,6.72,37.26,5.44,37.74
18,1,9,25.43,Medium,40.95,6.72,37.26,5.99,44.42
18,1,10,25.43,Medium,40.95,6.72,37.26,7.34,40.4
18,1,11,25.43,Medium,40.95,6.72,37.26,13.35,42.38
18,1,12,25.43,Medium,40.95,6.72,37.26,9.19,35.04
18,1,13,25.43,Medium,40.95,6.72,37.26,9.17,29.18
18,1,14,25.43,Medium,40.95,6.72,37.26,8.27,56.37
18,1,15,25.43,Medium,40.95,6.72,37.26,6.62,46.44
18,1,16,25.43,Medium,40.95,6.72,37.26,6.81,31.22
18,1,17,25.43,Medium,40.95,6.72,37.26,9.22,58.61
18,2,1,26.7,Low,48.62,4.99,32.95,6.69,50.82
18,2,2,26.7,Low,48.62,4.99,32.95,9.99,45.91
18,2,3,26.7,Low,48.62,4.99,32.95,11.34,52.21
18,2,4,26.7,Low,48.62,4.99,32.95,13.58,58.81
18,2,5,26.7,Low,48.62,4.99,32.95,9.0,39.14
18,2,6,26.7,Low,48.62,4.99,32.95,9.14,58.17
18,2,7,26.7,Low,48.62,4.99,32.95,8.61,35.6
18,2,8,26.7,Low,48.62,4.99,32.95,13.31,66.69
18,2,9,26.7,Low,48.62,4.99,32.95,14.77,45.51
18,2,10,26.7,Low,48.62,4.99,32.95,12.83,46.06
18,2,11,26.7,Low,48.62,4.99,32.95,13.26,50.67
18,2,12,26.7,Low,48.62,4.99,32.95,6.77,39.55
18,2,13,26.7,Low,48.62,4.99,32.95,8.87,51.86
18,2,14,26.7,Low,48.62,4.99,32.95,5.86,36.25
18,2,15,26.7,Low,48.62,4.99,32.95,13.66,58.72
18,2,16,26.7,Low,48.62,4.99,32.95,8.58,42.63
18,2,17,26.7,Low,48.62,4.99,32.95,7.76,49.91
18,3,1,35.81,High,29.35,7.01,73.21,13.18,33.7
18,3,2,35.81,High,29.35,7.01,73.21,8.8,48.02
18,3,3,35.81,High,29.35,7.01,73.21,11.01,39.33
18,3,4,35.81,High,29.35,7.01,73.21,5.07,61.52
18,3,5,35.81,High,29.35,7.01,73.21,14.52,33.76
18,3,6,35.81,High,29.35,7.01,73.21,9.09,51.26
18,3,7,35.81,High,29.35,7.01,73.21,7.86,37.58
18,3,8,35.81,High,29.35,7.01,73.21,7.15,57.84
18,3,9,35.81,High,29.35,7.01,73.21,13.35,51.71
18,3,10,35.81,High,29.35,7.01,73.21,6.82,42.5
18,3,11,35.81,High,29.35,7.01,73.21,7.91,57.38
18,3,12,35.81,High,29.35,7.01,73.21,14.2,48.38
18,3,13,35.81,High,29.35,7.01,73.21,10.82,46.58
18,3,14,35.81,High,29.35,7.01,73.21,13.77,47.84
18,3,15,35.81,High,29.35,7.01,73.21,7.72,40.3
18,3,16,35.81,High,29.35,7.01,73.21,5.15,55.89
18,3,17,35.81,High,29.35,7.01,73.21,7.21,55.43
18,4,1,29.54,Medium,34.55,5.19,51.3,10.11,47.7
18,4,2,29.54,Medium,34.55,5.19,51.3,8.85,56.77
18,4,3,29.54,Medium,34.55,5.19,51.3,6.5,42.2
18,4,4,29.54,Medium,34.55,5.19,51.3,12.99,62.32
18,4,5,29.54,Medium,34.55,5.19,51.3,5.05,52.28
18,4,6,29.54,Medium,34.55,5.19,51.3,12.49,39.61
18,4,7,29.54,Medium,34.55,5.19,51.3,8.2,61.71
18,4,8,29.54,Medium,34.55,5.19,51.3,13.61,54.96
18,4,9,29.54,Medium,34.55,5.19,51.3,10.73,54.8
18,4,10,29.54,Medium,34.55,5.19,51.3,5.28,52.45
18,4,11,29.54,Medium,34.55,5.19,51.3,9.01,43.24
18,4,12,29.54,Medium,34.55,5.19,51.3,10.67,56.77
18,4,13,29.54,Medium,34.55,5.19,51.3,7.43,37.82
18,4,14,29.54,Medium,34.55,5.19,51.3,9.61,36.81
18,4,15,29.54,Medium,34.55,5.19,51.3,13.76,49.13
18,4,16,29.54,Medium,34.55,5.19,51.3,10.26,46.01
18,4,17,29.54,Medium,34.55,5.19,51.3,6.72,56.16
18,5,1,46.08,Low,40.63,5.26,68.05,12.85,54.02
18,5,2,46.08,Low,40.63,5.26,68.05,13.35,47.32
18,5,3,46.08,Low,40.63,5.26,68.05,9.59,32.38
18,5,4,46.08,Low,40.63,5.26,68.05,14.95,51.24
18,5,5,46.08,Low,40.63,5.26,68.05,6.38,55.65
18,5,6,46.08,Low,40.63,5.26,68.05,7.59,59.01
18,5,7,46.08,Low,40.63,5.26,68.05,6.71,46.71
18,5,8,46.08,Low,40.63,5.26,68.05,7.2,55.95
18,5,9,46.08,Low,40.63,5.26,68.05,10.04,47.9
18,5,10,46.08,Low,40.63,5.26,68.05,11.47,37.93
18,5,11,46.08,Low,40.63,5.26,68.05,7.23,45.63
18,5,12,46.08,Low,40.63,5.26,68.05,13.03,49.83
18,5,13,46.08,Low,40.63,5.26,68.05,8.57,59.78
18,5,14,46.08,Low,40.63,5.26,68.05,13.08,47.43
18,5,15,46.08,Low,40.63,5.26,68.05,8.51,50.97
18,5,16,46.08,Low,40.63,5.26,68.05,11.82,53.6
18,5,17,46.08,Low,40.63,5.26,68.05,13.66,50.55
18,6,1,30.47,Low,44.09,5.63,41.46,11.17,38.7
18,6,2,30.47,Low,44.09,5.63,41.46,10.03,54.53
18,6,3,30.47,Low,44.09,5.63,41.46,13.9,57.67
18,6,4,30.47,Low,44.09,5.63,41.46,7.82,62.16
18,6,5,30.47,Low,44.09,5.63,41.46,14.66,34.86
18,6,6,30.47,Low,44.09,5.63,41.46,8.72,49.44
18,6,7,30.47,Low,44.09,5.63,41.46,10.44,45.13
18,6,8,30.47,Low,44.09,5.63,41.46,13.01,42.99
18,6,9,30.47,Low,44.09,5.63,41.46,11.41,59.84
18,6,10,30.47,Low,44.09,5.63,41.46,11.72,45.84
